Cluster,Grams,Calories,Protein,Fat,Sat.Fat,Fiber,Carbs,Count
0,133.86666666666667,165.41587301587302,6.482539682539683,5.5587301587301585,3.86984126984127,0.7651111111111111,22.385079365079367,315
1,272.4,556.4,109.4,98.4,97.6,109.1,183.4,5
2,366.90909090909093,686.0,22.636363636363637,50.36363636363637,39.72727272727273,0.4818181818181818,35.27272727272727,11
