Cluster,Grams,Calories,Protein,Fat,Sat.Fat,Fiber,Carbs,Count
0,145.98804780876495,182.12350597609563,10.00398406374502,8.816733067729084,6.836653386454183,2.90402390438247,23.511155378486055,251
1,250.0,100.0,1.0,0.0,0.0,1.0,24.0,1
2,107.4,327.6,6.6,0.6,0.0,0.6399999999999999,68.8,5
