Cluster,Grams,Calories,Protein,Fat,Sat.Fat,Fiber,Carbs,Count
0,129.7962962962963,115.37037037037037,2.8194444444444446,3.1527777777777777,2.2777777777777777,0.5574537037037037,19.03240740740741,216
1,220.0,475.0,18.0,25.0,24.0,0.0,44.0,1
2,99.0,205.325,18.975,12.3,8.825,0.125,3.3325000000000005,40
